Group,Sub Group,Item No.,MBS Item No.,Units,Description,MBS Fee,MBS Units,MBS Fee Note,Note,Has other modifier,Has time modifer
Consultations / Emergency Attendances,,CA060,163,6,"PROFESSIONAL ATTENDANCE ON A PATIENT IN IMMINENT DANGER OF DEATH requiring continuous lifesaving emergency treatment by an anaesthetist, to the exclusion of all other patients.* MBS 160 - $243.85 MBS 161 - $406.35 MBS 162 - $568.65 MBS 163 - $731.50 MBS 164 - $812.75",757.1,0,0,"*The ASA item for an attendance on a patient in imminent danger of death is CA060. An RVG time item applies in addition to this item. The MBS has a series of time-based items for this type of attendance. Item 160* applies if the attendance is of one to two hours in duration, and items 161 to 164* apply for longer attendances, with each subsequent item being for the next hourly period.",TRUE,
Consultations / Emergency Attendances,,CA060,164,6,"PROFESSIONAL ATTENDANCE ON A PATIENT IN IMMINENT DANGER OF DEATH requiring continuous lifesaving emergency treatment by an anaesthetist, to the exclusion of all other patients.* MBS 160 - $243.85 MBS 161 - $406.35 MBS 162 - $568.65 MBS 163 - $731.50 MBS 164 - $812.75",841.2,0,0,"*The ASA item for an attendance on a patient in imminent danger of death is CA060. An RVG time item applies in addition to this item. The MBS has a series of time-based items for this type of attendance. Item 160* applies if the attendance is of one to two hours in duration, and items 161 to 164* apply for longer attendances, with each subsequent item being for the next hourly period.",TRUE,
Consultations / Emergency Attendances,,CA051,,6,"AFTER-HOURS, professional attendance where the patient’s condition requires immediate attendance in the after-hours period, being the period after 6 pm and before 8 am on any weekday, or at any time on a Saturday, a Sunday or a public holiday (no after-hours loading applies to this item)",,,,Nil,FALSE,
Consultations / Emergency Attendances,,CA070,,4,"CALL BACK from home, office or other distant location of an anaesthetist for the provision of emergency services. This Item is separate from and additional to any service provided by the anaesthetist, including consultations (no after-hours loading applies to this item)",,,,"For call-backs at any time from home, the office or another distant location, Item CA070 is applicable. This item provides a travel allowance. This is additional to any other service provided, including consultations. This item has no equivalent in the MBS.",FALSE,
Consultations / Emergency Attendances,,CA080,,4,"ANAESTHESIA CONSULTANCY for patient retrievals, hospital inspections, expert opinions and medico-legal work, including review, preparation, attendance, travelling time, writing of reports etc... (no after-hours loading applies to this item). Note: any disbursements for medicolegal work eg. accommodation and travel charges, are separate from, and additional to, this item",,,,"Item CA080 is intended to cover anaesthesia consultancy, e.g. for patient retrievals, expert opinions or medicolegal work. In some regions there is a separate suggested schedule for fees for court appearances. Members should contact their state AMA branch for further information.",TRUE,
Consultations / Emergency Attendances,,CA085,,10,"PATIENT TRANSFER, excluding intra-hospital transfer, where continuous specialist attendance is required.",,,,"Item CA085 is intended to cover services such as the retrieval of a critically ill patient from a distant location. It can be used in addition to items for diagnostic and therapeutic services, should procedures such as endotracheal intubation, vascular cannulation or invasive pressure monitoring be required. Time units do not apply until the anaesthetist is actually in the presence of the patient. However, the use of Item CA080 to cover preparation for the transfer and travel time to the patient’s location is appropriate.",TRUE,
Consultations / Emergency Attendances,,CA086,,6,"PATIENT TRANSFER, intra-hospital, where continuous specialist attendance is required.",,,,"Item CA086 is intended to cover services such as the transfer of a critically ill or anaesthetised patient between different locations in the same hospital (other than routine transfer, e.g. from theatre to recovery). Again, additional items for diagnostic and therapeutic procedures may apply.",TRUE,
Consultations / Other Consultations and Attendances (MBS),,CA045,,2,POST ANAESTHESIA PATIENT CARE following a DAY PROCEDURE,,,,"No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Other Consultations and Attendances (MBS),,,17680,-,"A consultation immediately prior to the institution of a major regional blockade in a patient in labour, where no previous anaesthesia consultation has occurred",98.95,0,0,"No after-hours loading (e.g. M4, 25025) applies to these items.",FALSE,
Consultations / Other Consultations and Attendances (MBS),,,17690,-,Where a pre-anaesthesia consultation covered by an item in the range 17615-17625 is performed in-rooms if a) the service is provided to a patient prior to an admitted patient episode of care involving anaesthesia; and b) the service is not provided to an admitted patient of a hospital; and c) the service is not provided on the day of admission to hospital for the subsequent episode of care involving anaesthesia services; and d) the service is of more than 15 minutes duration,45.7,0,0,"No after-hours loading (e.g. M4, 25025) applies to these items.",FALSE,
Consultations / Pre-Anaesthesia Consultations and Attendances (MBS),,CA002,17610,2,"ANAESTHETIST, PREANAESTHESIA CONSULTATION, professional attendance by a medical practitioner in the practice of ANAESTHESIA - a BRIEF consultation involving a targeted history and limited examination (including the cardiorespiratory system) and of not more than 15 minutes duration",49.75,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Pre-Anaesthesia Consultations and Attendances (MBS),,CA004,17615,4,"a consultation on a patient undergoing advanced surgery or who has complex medical problems, involving a selective history and an extensive examination of multiple systems, and the formulation of a written patient management plan documented in the patient notes - AND of more than 15 minutes but not more than 30 minutes duration",98.95,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Pre-Anaesthesia Consultations and Attendances (MBS),,CA006,17620,6,"a consultation on a patient undergoing advanced surgery or who has complex medical problems, involving a detailed history and comprehensive examination of multiple systems and the formulation of a written patient management plan documented in the patient notes - AND of more than 30 minutes but not more than 45 minutes duration",137.05,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Pre-Anaesthesia Consultations and Attendances (MBS),,CA008,17625,8,"A consultation on a patient undergoing advanced surgery or who has complex medical problems, involving an exhaustive history and comprehensive examination of multiple systems, the formulation of a written patient management plan following discussion with relevant healthcare professionals and/or the patient, involving medical planning of high complexity documented in the patient notes - AND of more than 45 minutes duration",174.5,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Referred Attendances,,CA002,17640,2,"ANAESTHETIST CONSULTATION, professional attendance by a specialist anaesthetist in the practice of ANAESTHESIA, where the patient is referred to him or her; - a BRIEF consultation involving a short history and limited examination - AND of not more than 15 minutes duration",49.75,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Referred Attendances,,CA004,17645,4,a consultation involving a selective history and examination of multiple systems and the formulation of a written patient management plan - AND of more than 15 minutes but not more than 30 minutes duration,98.95,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Referred Attendances,,CA006,17650,6,a consultation involving a detailed history and comprehensive examination of multiple systems and the formulation of a written patient management plan - AND of more than 30 minutes but not more than 45 minutes duration,137.05,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Referred Attendances,,CA008,17655,8,"a consultation involving an exhaustive history and comprehensive examination of multiple systems and the formulation of a written patient management plan following discussion with relevant health care professionals and/or the patient, involving medical planning of high complexity - AND of more than 45 minutes duration",174.5,0,0,"The MBS adds the wording ""not being a service associated with a service to which items 2801-3000 apply"" to each consultation item descriptor. No after-hours loading applies to any of these consultation items. In the CMBS, 17610, 17615, 17620 and 17625 apply to pre-anaesthesia attendances and their descriptors contain time, complexity and documentation requirements. Item numbers 17640, 17645, 17650 and 17655 apply to anaesthetist attendences not related to pre-anaesthesia assessment. They too have additional requirements",FALSE,
Consultations / Telehealth Attendances,,CA012,,2,"Anaesthetist Consultation , professional attendance by VIDEO CONFERENCE, by an anaesthetist in the practice of anaesthesia. Attendance of 15 mins or less duration",,,,No MBS rebate. This number is included on the AMA fee list with a value of $200.00 or 2 RVG units.,FALSE,
Consultations / Telehealth Attendances,,CA013,,4,"Anaesthetist Consultation , professional attendance by VIDEO CONFERENCE, by an anaesthetist in the practice of anaesthesia. Attendance of more than 15 mins but not more than 30 minutes duration",,,,,FALSE,
Consultations / Telehealth Attendances,,CA014,,6,"Anaesthetist Consultation , professional attendance by VIDEO CONFERENCE, by an anaesthetist in the practice of anaesthesia. Attendance of more than 30 mins but not more than 45 minutes duration",,,,,FALSE,
Consultations / Telehealth Attendances,,CA015,,8,"Anaesthetist Consultation , professional attendance by VIDEO CONFERENCE, by an anaesthetist in the practice of anaesthesia. Attendance of 45 minutes or more.",,,,,FALSE,
Consultations / Telehealth Attendances,,CA021,,2,"Anaesthetist Consultation , professional attendance by telephone, by an anaesthetist in the practice of anaesthesia. Attendance of 15 mins or less duration",,,,No MBS rebate is associated with consultation by telephone.,FALSE,
Consultations / Telehealth Attendances,,CA022,,4,"Anaesthetist Consultation , professional attendance by telephone, by an anaesthetist in the practice of anaesthesia. Attendance of more than 15 mins but not more than 30 minutes duration.",,,,No MBS rebate is associated with consultation by telephone.,FALSE,
Consultations / Telehealth Attendances,,CA023,,6,"Anaesthetist Consultation , professional attendance by telephone, by an anaesthetist in the practice of anaesthesia. Attendance of more than 30 mins but not more than 45 minutes duration.",,,,No MBS rebate is associated with consultation by telephone.,FALSE,
Consultations / Telehealth Attendances,,CA024,,8,"Anaesthetist Consultation , professional attendance by telephone, by an anaesthetist in the practice of anaesthesia. Attendance of more than 45 minutes duration.",,,,No MBS rebate is associated with consultation by telephone.,FALSE,
Consultations / Telehealth Attendances,,,92701,4,"Telehealth attendance by a medical practitioner in the practice of anaesthesia for a consultation on a patient undergoing advanced surgery or who has complex medical problems, involving a selective history and the formulation of a written patient management plan documented in the patient notes, and lasting more than 15 minutes (other than a service associated with a service to which any of items 2801 to 3000 of the general medical services table apply).",98.95,0,0,Telehealth attendance means a professional attendance by video conference where the medical practitioner: a. has the capacity to provide the full service through this means safely and in accordance with relevant professional standards; and b. is satisfied that it is clinically appropriate to provide the service to the patient; and c. maintains a visual and audio link with the patient; and d. is satisfied that the software and hardware used to deliver the service meets the applicable laws for security and privacy.,FALSE,
ICU / Intensive Care,,BL600,13815,4,"CENTRAL VEIN CATHETERISATION by percutaneous or open exposure, not being a service to which BH750 applies",129.5,0,0,"Item BH750 (MBS Item 13318) applies to catheterisation by open exposure, in a paediatric patient",FALSE,
ICU / Intensive Care,,BL610,13818,7,"RIGHT HEART BALLOON CATHETER, insertion of, including pulmonary wedge pressure and cardiac output measurement",129.55,0,0,,FALSE,
ICU / Intensive Care,,BL620,13830,2,"INTRACRANIAL PRESSURE, monitoring of, by intraventricular or subdural catheter, subarachnoid bolt or similar, by a specialist or consultant physician, each day (no after-hours loading applies to this item)",85.8,0,0,,FALSE,
ICU / Intensive Care,,BL622,13832,-,"Peripheral cannulation, including under ultrasound guidance where clinically appropriate, for veno-arterial cardiopulmonary extracorporeal life support. No separate ultrasound item is payable with this item",1004.55,0,0,,FALSE,
ICU / Intensive Care,,BL624,13834,-,"Veno-arterial extracorporeal life support, management of – the first day",562.35,0,0,,FALSE,
ICU / Intensive Care,,BL625,13835,-,"Veno-arterial extracorporeal life support, management of – each day after the first",130.8,0,0,,FALSE,
ICU / Intensive Care,,BL627,13837,-,"Veno-venous pulmonary extracorporeal life support, management of – the first day",562.35,0,0,,FALSE,
ICU / Intensive Care,,BL628,13838,-,"Veno-venous pulmonary extracorporeal life support, management of – each day after the first",130.8,0,0,,FALSE,
ICU / Intensive Care,,BL630,13839,1,ARTERIAL PUNCTURE and collection of blood for diagnostic purposes,26.3,0,0,,FALSE,
ICU / Intensive Care,,BL631,13840,-,"Peripheral cannulation, including under ultrasound guidance where clinically appropriate, for veno-venous pulmonary extracorporeal life support. No separate ultrasound item is payable with this item",673.05,0,0,,FALSE,
ICU / Intensive Care,,BL640,13842,3,"INTRA-ARTERIAL CANNULATION, including under ultrasound guidance where clinically appropriate, for the purpose of intra-arterial pressure monitoring or arterial blood sampling (or both). No separate ultrasound item is payable with this item",106.55,0,0,,FALSE,
ICU / Intensive Care,,BL660,13848,4,"COUNTERPULSATION BY INTRA- AORTIC BALLOON, management – including associated consultations and monitoring of parameters by means of full haemodynamic assessment and management on several occasions on a day – each day",177.85,0,0,,FALSE,
ICU / Intensive Care,,BL670,13851,15,"VENTRICULAR ASSIST DEVICE, management of, for a patient admitted to an intensive care unit, including management of complications arising from implantation or management of the device – FIRST DAY",562.35,0,0,,FALSE,
ICU / Intensive Care,,BL680,13854,4,"VENTRICULAR ASSIST DEVICE, management of, for a patient admitted to an intensive care unit, including management of complications arising from implantation or management of the device – each day after the first day",130.8,0,0,,FALSE,
ICU / Intensive Care,,BL690,13857,4,"AIRWAY ACCESS, establishment of, and initiation of mechanical ventilation (other than in the context of an anaesthetic for surgery), outside an intensive care unit, for the purpose of subsequent ventilatory support in an intensive care unit",166.8,0,0,,FALSE,
ICU / Intensive Care,,BM005,13870,8,"MANAGEMENT of a patient in an intensive care unit by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care, including initial and subsequent attendances, electrocardiographic monitoring, arterial sampling and bladder catheterisation—management on the first day",412.55,0,0,,FALSE,
ICU / Intensive Care,,BM015,13873,6,"MANAGEMENT of a patient in an intensive care unit by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care, including all attendances, electrocardiographic monitoring, arterial sampling and bladder catheterisation—management on each day subsequent to the first (no after-hours loading applies to this item)",305.95,0,0,,FALSE,
ICU / Intensive Care,,BM025,13876,3,"CENTRAL VENOUS PRESSURE, pulmonary arterial pressure, systemic arterial pressure or cardiac intracavity pressure, continuous monitoring by indwelling catheter in an intensive care unit, by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care—each day of monitoring for each pressure up to a maximum of four pressures (no after-hours loading applies to this item)",87.6,0,0,,FALSE,
ICU / Intensive Care,,BM040,13881,4,"AIRWAY ACCESS, establishment of, and initiation of mechanical ventilation, in an intensive care unit, not in association with any anaesthetic service, by a specialist or consultant physician, for the purpose of subsequent ventilatory support",166.8,0,0,,FALSE,
ICU / Intensive Care,,BM045,13882,3,"VENTILATORY SUPPORT, in an intensive care unit, by invasive means or by non-invasive means where the only alternative to non-invasive ventilatory support would be invasive ventilatory support, management by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care—each day (no after-hours loading applies to this item)",131.3,0,0,,FALSE,
ICU / Intensive Care,,BM055,13885,5,"CONTINUOUS ARTERIO-VENOUS OR VENO-VENOUS HAEMOFILTRATION, in an intensive care unit, management by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care—on the first day",175.05,0,0,,FALSE,
ICU / Intensive Care,,BM065,13888,3,"CONTINUOUS ARTERIO-VENOUS OR VENO-VENOUS HAEMOFILTRATION, in an intensive care unit, management by a specialist or consultant physician who is immediately available and exclusively rostered for intensive care—on each day subsequent to the first day (no after-hours loading applies to this item)",87.6,0,0,,FALSE,
ICU / Intensive Care,,BM070,13899,-,"PROFESSIONAL ATTENDANCE, OUTSIDE AN INTENSIVE CARE UNIT, for at least 60 minutes spent in preparation of goals of care, by a specialist in the specialty of intensive care who takes overall responsibility for the preparation of the goals of care for the patient*",305.15,0,0,*The MBS adds that item 13899 cannot be co-claimed with item 13870 or item 13873 on the same day,FALSE,
Modifiers / Other Modifiers,,M3,,3,Anaesthesia in the prone position ( not applicable to Item CG810),,,,,FALSE,
Modifiers / Other Modifiers,,M4,25025,0.5,After-hours emergency (Emergency is defined as existing when undue delay in treatment of the patient would lead to significantly increased threat to life or body part),0,0,"An additional amount of 50% of fee for the anaesthetic service.That is:(a) an anaesthesia item/s range 20100 - 21997 or 22900, plus (b)an item range 23010 - 24136, plus(c) if applicable,an item range 25000-25014, plus(d) where performed, any assoc therapeutic or diagnostic service range 22002-22051","* MBS Item 25025 applies only when more than 50% of the total anaesthesia time is in the after-hours period, defined in the MBS as being between 8pm and 8am on weekdays and at any time on a weekend or public holiday. 25025 applies to: (a) an anaesthesia item/s in the range 20100-21997 or 22900-22905, plus (b) an item in the range 23010-24136, plus (c) where applicable, an item in the range 25000-25015, plus (d) where performed, any associated therapeutic or diagnostic service/s in the range 22001-22051. Items 25030 and 25050 apply to assistance at after-hours emergencies and after-hours emergency perfusion services respectively. Refer to the MBS explanatory note TN.10.3 for further details.",FALSE,
Modifiers / Other Modifiers,,M4,25030,0.5,After-hours emergency. 25030 also applies to assistance at after hours emergencies. (Emergency is defined as existing when undue delay in treatment of the patient would lead to significantly increased threat to life or body part),0,0,"50% of the fee for assistance at anaesthesia. That is: (a) an assistant anaesthesia item in the range 25200 - 25205, plus (b) an item range 23010-24136, plus (c) where applicable, an item range 25000-25014, plus (d) where performed, any associated therapeutic or diagnostic service 22002 -22051",,FALSE,
Modifiers / Other Modifiers,,M4,25050,0.5,After-hours emergency. 25050 also applies to assistance at after-hours emergency perfusion services. (Emergency is defined as existing when undue delay in treatment of the patient would lead to significantly increased threat to life or body part),0,0,"An additional amount of 50% of the fee for the perfusion service.  That is: (a) item 22060, plus (b) an item range 23010 - 24136, plus (c) where applicable, an item range 25000 - 25014, plus (d) where performed, any associated therapeutic or diagnostic service in the range 22002-22051 or 22065-22075",,FALSE,
Modifiers / Other Modifiers,,M1,25013,1,MB 25013 applies when less than 4 years of age. ASA M1 Applies from when a patient is ages less than 4 or 70 years or greater*,22.55,1,0,,FALSE,
Modifiers / Other Modifiers,,M1,25014,1,MBS Item 25014 applied for a patient aged 75 years or greater. ASA M1 Applies from when a patient is ages less than 4 or 70 years or greater*,22.55,1,0,,FALSE,
Modifiers / Other Modifiers,,M2,25020,2,Emergency surgery*,45.1,2,0,"* Emergency is defined as existing when undue delay in treatment of the patient would lead to significantly increased threat to life or body part. The MBS defines an emergency as ""where the patient requires immediate treatment without which there would be significant threat to life or body part"".",FALSE,
Modifiers / Physical Status Modifiers,,P1,,0,A normal healthy patient,,,,,FALSE,
Modifiers / Physical Status Modifiers,,P2,,0,A patient with mild systemic disease,,,,,FALSE,
Modifiers / Physical Status Modifiers,,P6,,2,A patient who is morbidly obese-body mass index (BMI) of more than 35,,,,,FALSE,
Modifiers / Physical Status Modifiers,,P8,,0,A patient declared brain-dead whose organs are being removed for donor purposes,,,,,FALSE,
Modifiers / Physical Status Modifiers,,P3,25000,1,A patient with severe systemic disease,22.55,1,0,,FALSE,
Modifiers / Physical Status Modifiers,,P4,25005,4,A patient with severe systemic disease that is a constant threat to life,45.1,2,0,,FALSE,
Modifiers / Physical Status Modifiers,,P5,25010,6,A moribund patient who is not expected to survive for 24 hours with or without the operation,67.65,3,0,,FALSE,
Modifiers / Physical Status Modifiers,,P7,,2,"A patient from 24 weeks gestation to 72 hours postpartum (does not apply to items CG850, CG855, CH946, CH960)",,,,P7 description amended 1 April 2024,FALSE,
Other / Anaesthesia Assistance,,CW020,25200,5,Assistance in the administration of an anaesthetic,0,5,"An amount of $112.85 (5 basic units) plus an item in the range 23010 - 24136 plus, where applicable - an item in the range 25000 - 25020 plus, where performed, any associated therapeutic or diagnostic service/s in the range 22001 - 22051","MBS Item 25200 (5 units +PM +T) applies to assistance on a patient in imminent danger of death. MBS Item 25205 (5 units +PM +T) applies to assistance in the following situations: 1. the patient has complex airway problems, 2. the patient is a neonate or complex paediatric case, 3. there is anticipated to be massive blood loss (greater than 50% of blood volume), 4. the patient is critically ill, with multiple organ failure, and 5. where the anaesthesia time exceeds six hours. MBS Item 25030 applies to assistance at an after-hours emergency and adds a 50% loading to either item 25200 or 25205. Therapeutic and diagnostic services provided by an assistant anaesthetist are elligible for MBS rebates under the relevant sub-group 19 (ASA Division V) item. Refer to MBS explanatory note T.10.9 for further details.",TRUE,
Other / Anaesthesia Assistance,,CW020,25205,5,Assistance in the administration of an anaesthetic,0,5,"An amount of $112.85 (5 basic units) plus an item in the range 23010 - 24136 plus, where applicable - an item in the range 25000 - 25020 plus, where performed, any associated therapeutic or diagnostic service/s in the range 22002 - 22051","MBS Item 25200 (5 units +PM +T) applies to assistance on a patient in imminent danger of death. MBS Item 25205 (5 units +PM +T) applies to assistance in the following situations: 1. the patient has complex airway problems, 2. the patient is a neonate or complex paediatric case, 3. there is anticipated to be massive blood loss (greater than 50% of blood volume), 4. the patient is critically ill, with multiple organ failure, and 5. where the anaesthesia time exceeds six hours. MBS Item 25030 applies to assistance at an after-hours emergency and adds a 50% loading to either item 25200 or 25205. Therapeutic and diagnostic services provided by an assistant anaesthetist are elligible for MBS rebates under the relevant sub-group 19 (ASA Division V) item. Refer to MBS explanatory note T.10.9 for further details.",TRUE,
Other / Anaesthesia Assistance,,CW020,25030,,Assistance in the administration of an anaesthetic,0,0,"50% of the fee for assistance at anaesthesia. That is: (a) an assistant anaesthesia item in the range 25200 - 25205, plus (b) an item range 23010-24136, plus (c) where applicable, an item range 25000-25014, plus (d) where performed, any associated therapeutic or diagnostic service 22002 -22051","MBS Item 25200 (5 units +PM +T) applies to assistance on a patient in imminent danger of death. MBS Item 25205 (5 units +PM +T) applies to assistance in the following situations: 1. the patient has complex airway problems, 2. the patient is a neonate or complex paediatric case, 3. there is anticipated to be massive blood loss (greater than 50% of blood volume), 4. the patient is critically ill, with multiple organ failure, and 5. where the anaesthesia time exceeds six hours. MBS Item 25030 applies to assistance at an after-hours emergency and adds a 50% loading to either item 25200 or 25205. Therapeutic and diagnostic services provided by an assistant anaesthetist are elligible for MBS rebates under the relevant sub-group 19 (ASA Division V) item. Refer to MBS explanatory note T.10.9 for further details.",TRUE,
Other / Other Procedures,Spine,CS906,21906,5,ANAESTHESIA for myelography: (lumbar or thoracic),112.75,5,0,,TRUE,
Other / Other Procedures,Spine,CS908,21908,6,myelography (cervical),135.3,6,0,,TRUE,
Other / Other Procedures,Spine,CS910,21910,9,myelography (posterior fossa),202.95,9,0,,TRUE,
Other / Other Procedures,Spine,CS912,21912,5,discography (lumbar or thoracic),112.75,5,0,,TRUE,
Other / Other Procedures,Spine,CS914,21914,6,discography (cervical),135.3,6,0,,TRUE,
Other / Other Procedures,Spine,CS945,21945,5,"lumbar puncture, cisternal puncture, or epidural injection",112.75,5,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS915,21915,5,ANAESTHESIA for peripheral arteriogram,112.75,5,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS916,21916,5,"arteriogram (cerebral, carotid or vertebral)",112.75,5,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS918,21918,5,"retrograde arteriogram, (brachial or femoral)",112.75,5,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS935,21935,5,phlebography,112.75,5,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS936,21936,6,"heart, two-dimensional real time transoesophageal examination",112.75,5,0,* MBS item 21936 is allocated 5 units,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS939,21939,3,peripheral venous cannulation,67.65,3,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS941,21941,7,"cardiac catheterisation (including coronary arteriography, ventriculography, cardiac mapping, insertion of automatic defibrillator or transvenous pacemaker)",157.85,7,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS942,21942,10,cardiac electrophysiological procedures (including radiofrequency ablation),225.5,10,0,,TRUE,
Other / Other Procedures,Vascular/Cardiology,CS943,21943,5,"central vein catheterisation or insertion of right heart balloon catheter (via jugular, subclavian or femoral vein) by percutaneous or open exposure",112.75,5,0,,TRUE,
Other / Other Procedures,Radiology,CS922,21922,7,"ANAESTHESIA for computerised axial tomography scanning, magnetic resonance scanning, ultrasound scanning* or digital subtraction angiography scanning",135.3,6,0,* The MBS descriptor does not include ultrasound scanning.,TRUE,
Other / Other Procedures,Radiology,CS925,21925,4,"retrograde cystography, retrograde urethrography or retrograde cystourethrography",90.2,4,0,,TRUE,
Other / Other Procedures,Radiology,CS926,21926,4,fluoroscopy,90.2,4,0,,TRUE,
Other / Other Procedures,Radiology,CS930,21930,6,bronchography,135.3,6,0,,TRUE,
Other / Other Procedures,Neurology,CS955,21955,5,ANAESTHESIA for electroencephalography,112.75,5,0,,TRUE,
Other / Other Procedures,Neurology,CS959,21959,5,brain stem evoked audiometry,112.75,5,0,,TRUE,
Other / Other Procedures,Neurology,CS962,21962,5,electrocochleography by extratympanic method or transtympanic membrane insertion method,112.75,5,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS900,21900,3,ANAESTHESIA for injection procedure for hysterosalpingography,67.65,3,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS949,21949,5,harvesting of bone marrow for the purpose of transplantation,112.75,5,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS952,21952,4,muscle biopsy for malignant hyperpyrexia,90.2,4,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS965,21965,5,"ANAESTHESIA as a therapeutic procedure where it can be demonstrated that there is a clinical need for anaesthesia (The MBS states "" not for the treatment of headache of any etiology"")",112.75,5,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS969,21969,8,ANAESTHESIA during hyperbaric therapy where the medical practitioner is not confined in the chamber (including the administration of oxygen),180.4,8,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS970,21970,15,hyperbaric therapy where the medical practitioner is confined in the chamber (including the administration of oxygen),338.25,15,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS973,21973,5,brachytherapy using radioactive sealed sources,112.75,5,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS976,21976,5,therapeutic nuclear medicine,112.75,5,0,,TRUE,
Other / Other Procedures,Miscellaneous,CS980,21980,7,radiotherapy,112.75,5,0,,TRUE,
Other / Other Procedures,Radiology,CS923,,4,radiology unless otherwise specified,,,,,TRUE,
